Ticker,Name,Sector,Industry,Definition
BBTC,Bombay Burmah Trading Corporation Limited,Tea & Coffee,Tea & Coffee,"Companies providing advertising, public
relations and marketing services. It also
includes billboard providers and
telemarketers."
BBTCL,B&B Triplewall Containers Limited,Process Industries,Process Industries,"Companies providing dredging and related
services"
BCG,Brightcom Group Limited,Software Products,Software Products,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
BCLIND,Bcl Industries Limited,CONSUMER FOOD,CONSUMER FOOD,Producers and distributors of edible oil
BDL,Bharat Dynamics Limited,Defence,Defence,"Companies engaged into multiple business
segment, where no single business
segment contributes more than 50% of
companies' total revenue and two or
more segments each contributes at least
20% of total revenue"
BECTORFOOD,Mrs. Bectors Food Specialities Limited,Packaged Foods,Packaged Foods,"Manufacturers of civil and military
aerospace and equipments, defense
equipments, defense electronics and
products thereof"
BEL,Bharat Electronics Limited,Defence,Defence,"Companies engaged into multiple business
segment, where no single business
segment contributes more than 50% of
companies' total revenue and two or
more segments each contributes at least
20% of total revenue"
BEML,BEML Limited,"Construction, Agricultural & Commercial Vehicles","Construction, Agricultural & Commercial Vehicles","Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
BEPL,Bhansali Engineering Polymers Limited,Specialty Chemicals,Specialty Chemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
BERGEPAINT,Berger Paints (I) Limited,PAINTS,PAINTS,"Companies providing fixed line and
cellular telecom services"
BFINVEST,BF Investment Limited,Holding Companies,Holding Companies,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
BFUTILITIE,BF Utilities Limited,Electric Utilities,Electric Utilities,"Companies engaged into water supply and
management"
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,Agrochemicals,Agrochemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
BHAGERIA,Bhageria Industries Limited,Specialty Chemicals,Specialty Chemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
BHAGYANGR,Bhagyanagar India Limited,COPPER & COPPER PRODUCTS,COPPER & COPPER PRODUCTS,"Companies engaged in the production of
renewable and non-renewable power.
Includes investment trusts where
underlying is power generation"
BHANDARI,Bhandari Hosiery Exports Limited,Textiles,Textiles,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
BHARATFORG,Bharat Forge Limited, Industrial Products, Industrial Products,"Manufacturers of civil and military
aerospace and equipments, defense
equipments, defense electronics and
products thereof"
BHARATGEAR,Bharat Gears Limited,Auto Parts & Equipment,Auto Parts & Equipment,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
BHARATRAS,Bharat Rasayan Limited,Agrochemicals,Agrochemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
BHARTIARTL,Bharti Airtel Limited,Telecommunication Services,Telecommunication Services,"Companies providing dredging and related
services"
BHEL,Bharat Heavy Electricals Limited,Heavy Electrical Equipment,Heavy Electrical Equipment,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
BIGBLOC,Bigbloc Construction Limited,Cement & Cement Products,Cement & Cement Products,"Manufacturers and distributor of ferro
silico manganese like ferro alloys,
briquette, fly ash bricks etc."
BIKAJI,Bikaji Foods International Limited,Consumer Non-Durables,Consumer Non-Durables,"Manufacturers and distributors of bicycles
and tricycles"
BIOCON,Biocon Limited,Biotechnology,Biotechnology,"Companies engaged in software
development, IT consulting and data
analytics"
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
BIRLACABLE,Birla Cable Limited,Other Electrical Equipment/ Products,Other Electrical Equipment/ Products,"Companies engaged in the production of
renewable and non-renewable power.
Includes investment trusts where
underlying is power generation"
BIRLACORPN,Birla Corporation Limited,Cement & Cement Products,Cement & Cement Products,"Manufacturers and distributor of ferro
silico manganese like ferro alloys,
briquette, fly ash bricks etc."
BLISSGVS,Bliss GVS Pharma Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
BLKASHYAP,B. L. Kashyap and Sons Limited,Realty,Realty,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
BLS,BLS International Services Limited,Travel Support Services,Travel Support Services,"Companies providing dredging and related
services"
BLUEDART,Blue Dart Express Limited,LOGISTICS SOLUTION PROVIDER,LOGISTICS SOLUTION PROVIDER,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
BLUESTARCO,Blue Star Limited,Consumer Electronics,Consumer Electronics,"Owners and operators of hotels, resorts
etc. Includes investment trusts where
underlying is 'Hotels and Resorts'"
BODALCHEM,Bodal Chemicals Limited,Specialty Chemicals,Specialty Chemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
BOMDYEING,Bombay Dyeing & Mfg Company Limited,Textiles,Textiles,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
BOROLTD,Borosil Limited,GLASS,GLASS,"Companies engaged in marketing and/ or
transportation of gases"
BORORENEW,BOROSIL RENEWABLES LIMITED,Houseware,Houseware,"Manufacturers and distributors of
pharmaceuticals and companies engaged
in research & development of
pharmaceuticals"
BOSCHLTD,Bosch Limited,Auto Parts & Equipment,Auto Parts & Equipment,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
BPCL,Bharat Petroleum Corporation Limited,Refineries & Petroleum Products,Refineries & Petroleum Products,"Companies providing dredging and related
services"
BPL,BPL Limited,Consumer Electronics,Consumer Electronics,"Owners and operators of hotels, resorts
etc. Includes investment trusts where
underlying is 'Hotels and Resorts'"
BRIGADE,Brigade Enterprises Limited,Realty,Realty,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
BRITANNIA,Britannia Industries Limited,Packaged Foods,Packaged Foods,"Manufacturers of civil and military
aerospace and equipments, defense
equipments, defense electronics and
products thereof"
BRNL,Bharat Road Network Limited,Roads & Highways,Roads & Highways,"Manufacturers and distributor of ferro
silico manganese like ferro alloys,
briquette, fly ash bricks etc."
BROOKS,Brooks Laboratories Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
BSE,BSE Limited,STOCK EXCHANGE,STOCK EXCHANGE,"Companies engaged in software
development, IT consulting and data
analytics"
BSHSL,Bombay Super Hybrid Seeds Limited,AGRICULTURAL PRODUCTS,AGRICULTURAL PRODUCTS,"Manufacturers of civil and military
aerospace and equipments, defense
equipments, defense electronics and
products thereof"
BSL,BSL Limited,Textiles,Textiles,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
BSOFT,BIRLASOFT LIMITED,IT Consulting & Application Software,IT Consulting & Application Software,"Companies engaged in designing,
construction and maintenance of roads,
bridges, canals, dams etc. It also include
companies engaged into Engineering,
procurement and construction (EPC)
projects. It excludes companies engaged
in construction of residential and
commercial buildings which are classified
as 'Realty' under 'Consumer
Discretionary'. Includes investment trusts
where underlying is 'Civil Construction'"
BTML,Bodhi Tree Multimedia Limited,Consumer Services,Consumer Services,"Owners and operators of hotels, resorts
etc. Includes investment trusts where
underlying is 'Hotels and Resorts'"
BURNPUR,Burnpur Cement Limited,Cement & Cement Products,Cement & Cement Products,"Manufacturers and distributor of ferro
silico manganese like ferro alloys,
briquette, fly ash bricks etc."
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Household Appliances,Household Appliances,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
BYKE,The Byke Hospitality Ltd,Hotels,Hotels,"Manufacturers & distributors of apparels/
garments, knitwears, innerwears etc."
CAMLINFINE,Camlin Fine Sciences Limited,Specialty Chemicals,Specialty Chemicals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
CAMPUS,Campus Activewear Limited,Consumer Non-Durables,Consumer Non-Durables,"Manufacturers and distributors of bicycles
and tricycles"
CAMS,Computer Age Management Services Limited,Financial Services,Financial Services,"Financial Institutions as defined under
Section 4(1) of the Companies Act, 1956"
CANBK,Canara Bank,BANKS - PSU,BANKS - PSU,"Companies engaged in marketing and/ or
transportation of gases"
CANFINHOME,Can Fin Homes Limited,Housing Finance Companies,Housing Finance Companies,"Manufacturer of passenger /utility
vehicles including car, bus, taxis, auto
rickshaws etc."
CANTABIL,Cantabil Retail India Limited,Apparels & Accessories,Apparels & Accessories,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
CAPACITE,Capacit'e Infraprojects Limited,Realty,Realty,"Companies engaged in development and
construction of residential/ commercial
(offices/shops etc.) properties"
CAPLIPOINT,Caplin Point Laboratories Limited,Pharmaceuticals,Pharmaceuticals,"Manufacturers of basic and industrial
chemicals like synthetic fibres, films,
organic and inorganic chemicals etc."
CAPTRUST,Capital Trust Limited,NBFC,NBFC,Producers and distributors of edible oil
CARBORUNIV,Carborundum Universal Limited,ABRASIVES,ABRASIVES,"Manufacturers and distributors of bicycles
and tricycles"
CARERATING,CARE Ratings Limited,Financial Services,Financial Services,"Financial Institutions as defined under
Section 4(1) of the Companies Act, 1956"
CARTRADE,Cartrade Tech Limited,ONLINE SERVICES,ONLINE SERVICES,"Companies providing dredging and related
services"
CARYSIL,CARYSIL LIMITED,Consumer Durables,Consumer Durables,"Manufacturers and distributors of bicycles
and tricycles"
